audio	sentence	gender	gender_domain	duration
221102-094510_nya_510_elicit_38	bambo wina aimirira pabwalo la mafunde n kutsika ndi mafunde aakulu 	M	1	7.033
221102-094510_nya_510_elicit_39	wosewera mpira wa basketball akuwombera pomwe wosewera wina akufuna kutsekereza kuwombera kwake 	M	1	8.961
221102-094510_nya_510_elicit_40	woyimba ng oma wovala chipewa chofiyira ndi malaya akuda akumenya ng oma pa zida zake panthawi yosewera ndi anzake oimba 	M	1	10.345
221102-094510_nya_510_elicit_42	wosewera mpira wa dazi wayimirira pabwalo mpirawo m dzanja lake lamanja 	M	1	7.418
221102-094510_nya_510_elicit_43	munthu wovala zovala zamkati zagolide akumenyana ndi munthu wina pamaso pa khamu lalikulu la anthu 	M	1	8.031
221113-075005_nya_394_elicit_0	munthu amene wagwira nyuzipepala wavala suti yoyera malaya akuda ndi nsapato zakuda 	M	1	7.759
221113-075005_nya_394_elicit_1	mwamuna wovala zakuda ndi chipewa chotuwa atanyamula mphanda amawongolera ngolo yokokedwa ndi akavalo 	M	1	9.801
221113-075005_nya_394_elicit_2	galu wakuda ndi wabulauni akudumpha mumlengalenga kuti agwire mpira 	M	1	5.603
221113-075005_nya_394_elicit_3	kamnyamata kakang ono kakuletsa mpira kuti usapite ku goli 	M	1	5.944
221113-075005_nya_394_elicit_4	wokwera pahatchi ya bulauni akunyengerera molunjika pamene omvera akuyang ana 	M	1	9.233
221113-075005_nya_394_elicit_5	azimayi atatu ovala malaya mashalu oderapo komanso masiketi aatali abulauni aima panjira ya njerwa ndi galu wokhala pansi 	M	1	12.591
221113-075005_nya_394_elicit_6	mtsikana amene mutu wake ukutuluka m madzi m kamwa mwake 	M	1	5.308
221113-075005_nya_394_elicit_7	amuna awiri onse ovala malaya a kolala zipewa ndi ma jeans akwera pamahatchi ndi kuyesa kugwira ng ombe yamphongo 	M	1	9.982
221113-075005_nya_394_elicit_8	azimayi asanu ovala madiresi ataima m chipinda cholandirira alendo akulankhula 	M	1	7.623
221113-075005_nya_394_elicit_9	katswiri wina wovala malaya ndi tayi akudikirira kuti atumizidwe ku bar 	M	1	6.375
221113-075005_nya_394_elicit_10	amuna six ovala ma jumpsuits akuntchito ndi mwamuna m modzi wovala jumpsuit walalanje akuyenda pafupi ndi madoko odzaza obiriwira ndi ofiira 	M	1	13.521
221113-075005_nya_394_elicit_11	mnyamata wovala malaya ofiira ndi mnyamata wachikasu akudumpha pa trampoline panja 	M	1	6.76
221113-075005_nya_394_elicit_12	mwamuna wovala jekete lachikasu akupalasa kayak yofiira m madzi oyera 	M	1	7.872
221113-075005_nya_394_elicit_13	dona wovala malaya ofiira ayika kamera yake m munda kuti ijambule china chake 	M	1	7.328
221113-075005_nya_394_elicit_14	kamwana kamsungwana kovala malaya oyera ndi ma jean akukhala paudzu m mphepete mwa msewu 	M	1	8.303
221113-075005_nya_394_elicit_15	acrobatic bowler mu jekete lamasewera lofiira ndi jinzi amalumphira mmwamba kuwonetsa chisangalalo chake pamasewera omwe amakonda 	M	1	15.563
221113-075005_nya_394_elicit_16	bambo wina wovala chidebe cha penti yofiyira akulemba manambala zigawo za nsomba 	M	1	7.827
221113-075005_nya_394_elicit_17	mwamuna waku asia wovala malaya amizere yabuluu mathalauza owala nsapato za raba zakuda akuyendera nsomba yaikulu ya tuna 	M	1	11.275
221113-075005_nya_394_elicit_18	mwamuna wina atanyamula tochi akuyang ana zinthu zofanana ndi mzera wina pamene wina akulemba manotsi 	M	1	9.732
221113-075005_nya_394_elicit_19	mkazi akuyang ana kutali ndi ana aang ono awiri akusewera m kasupe 	M	1	5.944
221113-075005_nya_394_elicit_20	mwamuna wovala t shirt akabudula ndi kapu atakhala pa benchi ya paki akuwerenga pepala 	M	1	9.301
221113-075005_nya_394_elicit_21	mtsikana wovala chipewa chakuda malaya akuda pansi ndi tayi yofiira wagwira chakumwa ndi dzanja limodzi kwinaku akupanga zotukwana ndi dzanja lina 	M	1	14.542
221113-075005_nya_394_elicit_22	mwamuna wina wovala t shirt yabuluu yolembedwapo akulankhula m manja ndipo mwamuna wina wakhala pambali pake atanyamula megaphone kumbuyo kwake 	M	1	13.816
221113-075005_nya_394_elicit_23	kagalu kakang ono koyera ndi kofiirira kakuthamanga m madzi 	M	1	6.375
221113-075005_nya_394_elicit_24	bambo wina wovala jekete labulauni ndi kapu ya beige akumwa m kapu ya styrofoam 	M	1	9.12
221113-075005_nya_394_elicit_25	bambo wina wovala chipewa chabulauni komanso mathalauza obisala akudumpha m mwamba pamlatho pomwe anthu ena ambiri akuyenda kumbuyo kwake 	M	1	11.797
221113-075005_nya_394_elicit_26	mwamuna wovala malaya oyera ndi kabudula akuthamanga ndikudumpha mu udzu 	M	1	6.67
221113-075005_nya_394_elicit_27	galu wakuda ndi woyera akudumpha pamtengo wofiira ndi woyera pamene mnyamata wovala malaya obiriwira akuyang ana 	M	1	10.095
221113-075005_nya_394_elicit_28	mwamuna wovala magalasi akuima kutsogolo kwa zida zoimbira nyimbo atanyamula gitala 	M	1	7.554
221113-075005_nya_394_elicit_29	pali ngolo yogula ndi munthu atagona pansi pamunda wobiriwira wa udzu 	M	1	6.942
221113-075005_nya_394_elicit_30	mayi waima kutsogolo kwa sitolo atapingasa manja 	M	1	4.333
221113-075005_nya_394_elicit_31	mwamuna ndi mkazi avala zakuda ndipo akuyang ana chinachake m mphepete mwa msewu 	M	1	6.897
221113-075005_nya_394_elicit_32	agalu awiriwa mmodzi wa iwo akudumpha mumlengalenga akuthamangitsa mpira panja 	M	1	6.715
221113-075005_nya_394_elicit_33	mnyamata wovala t shirt yoyera komanso malaya aatali manja akumwetulira uku akugwedezeka 	M	1	7.6
221113-075005_nya_394_elicit_34	mwana wamng ono atakhala pampando waukulu akudya zokhwasula khwasula pa udzu pamene mayi ake ndiponso mwina mkulu wake akumuyang ana 	M	1	15.404
221113-075005_nya_394_elicit_35	bambo wina wovala malaya alanje atavala chisoti choyera akukwera njinga 	M	1	6.465
221113-075005_nya_394_elicit_36	agalu anayi akuluakulu akuda akuthamanga pa udzu 	M	1	5.013
221113-075005_nya_394_elicit_37	galu wabulauni waima mumtsinje mutu wake ukuyang ana kumbuyo 	M	1	5.671
221113-075005_nya_394_elicit_38	galu wabulauni akuyenda mumtsinje ndi mitengo kumbuyo 	M	1	5.535
221113-075005_nya_394_elicit_39	bambo akukwera njinga yamoto ndi galu wake pampando wa anthu 	M	1	5.263
221113-075005_nya_394_elicit_40	wosewera mpira wovala yunifolomu yabuluu ndi yachikasu akulimbana ndi wosewera wina atavala yunifolomu yoyera ndi yagolide 	M	1	10.005
221113-075005_nya_394_elicit_41	kamnyamata kakang ono kovala chipewa cha blue baseball akuthandizidwa ndi nyani 	M	1	7.328
221113-075005_nya_394_elicit_42	gulu la amuna laimirira pamasewera amasewera m paki 	M	1	4.855
221113-075005_nya_394_elicit_43	mayiyo akuyembekezera kuti tsitsi lake liume ataganiza zolandira chithandizo cha tsitsi kuchokera ku saluni yomwe amamukonda kwambiri 	M	1	13.022
221113-075005_nya_394_elicit_44	kamnyamata kakang ono kovala mabokosi akunyamula chibakera mmwamba ndikuyimirira kutsogolo kwa khoma la njerwa 	M	1	10.141
221113-075005_nya_394_elicit_45	guy in white akuyesera kugoletsa mu mpira uku akutsekeredwa ndi anyamata awiri ovala lalanje ndi wakuda 	M	1	11.979
221113-075005_nya_394_elicit_46	bambo ali panjinga akudumpha panjira yafumbi ndi phazi limodzi pansi 	M	1	6.488
221113-075005_nya_394_elicit_47	bambo wina wovala malaya abuluu akukangana ndi munthu wovala jekete yobiriwira ndipo anayamba kukweza chibakera chake mokwiya 	M	1	12.319
221113-075005_nya_394_elicit_48	mkazi wa malaya oyera ndi chikwama chakuda akuyenda ndi mwamuna wa malaya abuluu 	M	1	8.598
221113-075005_nya_394_elicit_49	bambo wina ali ndi ndevu za mtundu wa mohawk ndipo dzanja lake lili pachibwano akuyang ana chapatali 	M	1	10.89
221026-113140_nya_394_elicit_0	galu wabulauni akuthamanga pabwalo ndi chidole chake chili mkamwa 	M	1	6.08
221026-113140_nya_394_elicit_1	munthu wovala malaya abuluu ndi chipewa choyera komanso munthu wovala chipewa chofiirira ndi malaya ofiira akukwera kukwera kupita kumtengo womwe uli m mbali mwa phiri 	M	1	12.705
221026-113140_nya_394_elicit_2	kamwana kakang ono ka blond akusewera ndi zidutswa zamitundu yosiyanasiyana pa mwendo wa munthu wina 	M	1	9.029
221026-113140_nya_394_elicit_3	kamtsikana kakang ono kovala chovala chofiirira chagona pansi ndikulira ndi chidole chake pambali pake 	M	1	8.28
221026-113140_nya_394_elicit_4	mnyamata wamng ono wovala zovala zobiriwira za khrisimasi akuvundukula mphatso pamene mwamuna yemwe ali ndi gulu laukwati lagolide ndi thukuta lobiriwira akumuthandiza 	M	1	15.041
221026-113140_nya_394_elicit_5	gulu la anthu likusewera twister kumbuyoko anthu akukhala pamatebulo ndikuyankhula 	M	1	10.209
221026-113140_nya_394_elicit_6	ana awiri atakhala pa chifaniziro cha nswala kujambula chithunzi 	M	1	5.83
221026-113140_nya_394_elicit_7	kamwanako akuthamanga kukagwira frisbee yabuluu yomwe ikuwuluka mlengalenga 	M	1	9.392
221026-113140_nya_394_elicit_8	mwana wabulauni akuthira madzi m kapu yachikasu atakhala m bafa lodzaza ndi madzi 	M	1	8.076
221026-113140_nya_394_elicit_9	kamnyamata kokongola kovala t sheti ya manja aatali ndi kapu ya baseball akusangalala kusewera masamba ena 	M	1	9.982
221026-113140_nya_394_elicit_10	mayi ndi mwamuna atanyamula kamnyamata kakang ono akumwetulira ataimirira kutsogolo kwa mtengo wa khirisimasi wokongoletsedwa ndi mphatso pansi pake 	M	1	12.636
221026-113140_nya_394_elicit_11	kamnyamata kakang ono kovala malaya oyera opangidwa ndi bulauni atakhala pansi akusewera masewera a puzzles 	M	1	8.621
221026-113140_nya_394_elicit_12	mnyamata wovala malaya amizeremizere atakhala pansi akutsegula mphatso ya khrisimasi 	M	1	6.329
221026-113140_nya_394_elicit_13	mnyamata wanyamula chidole chofiyira atavala munthu wobiriwira wa chipale chofewa komanso zovala zogona za mphalapala ali ndi mayi wachikulire pampando kumbuyo kwake 	M	1	14.52
221026-113140_nya_394_elicit_14	mnyamata wina wovala zovala zogonera za khrisimasi akuvundukula mphatso ndi kusewera ndi mphatso zina pamene achibale ake akumuyang ana 	M	1	10.504
221026-113140_nya_394_elicit_15	kamwana kakang ono kongovala pamper yekha wakhala pansi akusewera ndi zidutswa four za galimoto kupita ku seti ya sitima 	M	1	14.02
221026-113140_nya_394_elicit_16	mwamuna ndi mkazi atavala magalasi ovala zovala zomata nsidze mphuno ndi masharubu komanso atanyamula ndudu 	M	1	10.708
221026-113140_nya_394_elicit_17	galu woyera ndi wabulauni amaima pa khoma lamwala usiku pamene chipale chofewa chikugwa 	M	1	9.347
221026-113140_nya_394_elicit_18	skateboarding ikukwera mumlengalenga kutsogolo kwa nyumba yabuluu 	M	1	5.762
221026-113140_nya_394_elicit_19	amuna ndi akazi ovala akabudula akuda ndi pamwamba atambasula manja awo padenga 	M	1	8.28
221026-113140_nya_394_elicit_20	atsikana awiri atsitsi lofiira atakhala pabenchi akulankhula ndi mtsikana wachitatu wa tsitsi lakuda 	M	1	9.233
221026-113140_nya_394_elicit_21	mwamuna ndi mkazi amavala zinyalala zoseketsa n kumanamizira kusuta ndudu zazikulu zabodza 	M	1	11.502
221026-113140_nya_394_elicit_22	atsikana awiri aku america aku america akukwera njinga mumsewu wafumbi 	M	1	6.239
221026-113140_nya_394_elicit_23	pali ma snowboarders awiri mmodzi yemwe wavala zoyera akuchita chinyengo 	M	1	6.443
221026-113140_nya_394_elicit_24	mwamuna ndi mkazi atakhala pamodzi mumdima akuyang ana kutsogolo kutsogolo kwa mzinda womwe uli chapatali 	M	1	8.167
221026-113140_nya_394_elicit_25	mwamuna akuwerenga nyuzipepala pansi pa mbendera yobiriwira yomwe imati la suma de todos 	M	1	10.209
221026-113140_nya_394_elicit_26	mwamuna wovala jekete yobiriwira ndi chipewa akusewera pa snowboarding 	M	1	6.193
221026-113140_nya_394_elicit_27	amuna awiri okhala ndi zida za kricket akusewera pabwalo ndi anthu kumbuyo kwawo 	M	1	7.101
221026-113140_nya_394_elicit_28	anyamata awiri akusewera ndi mpira m dziwe lomwe lili pakati pa bwalo laudzu 	M	1	6.148
221026-113140_nya_394_elicit_29	mnyamata wamutu wotuwa waima mu bafa yake akumeta kumaso ndi khosi 	M	1	7.191
221026-113140_nya_394_elicit_30	munthu ali patali akusefukira ndi mphepo pa tsiku lomwe thambo liri loyera 	M	1	7.486
221026-113140_nya_394_elicit_31	munthu amatsetsereka paphiri la chipale chofewa ndiponso lodzadza ndi mitengo 	M	1	8.757
221026-113140_nya_394_elicit_32	galu wakuda wokhala ndi chizindikiro choyera pachifuwa ndi kolala yakuda yodutsa nthambi pansi 	M	1	8.825
221026-113140_nya_394_elicit_33	wogwira ntchito mumzinda wovala chovala chachikasu chonyezimira akuyang ana khamu la anthu m mphepete mwa msewu wodutsa anthu ambiri 	M	1	11.502
221026-113140_nya_394_elicit_34	mnyamata wovala zovala zachipale chofewa zachikasu ndi zakuda akusewera galu wabulauni atavala kolala yofiira 	M	1	10.776
221026-113140_nya_394_elicit_35	dalaivala yemwe ali ndi chisoti choyera atakhala m galimoto yachikasu yothamanga 	M	1	8.371
221026-113140_nya_394_elicit_36	mayi wina wa imvi akunyamula phwetekere n kumayesa kupsa kumsika wakunja pamene wamalondayo akuyang ana 	M	1	13.34
221026-113140_nya_394_elicit_37	bambo wina ndi akazi awiri akuwoneka ozimiririka atanyamula mabotolo a mowa m manja 	M	1	8.394
221026-113140_nya_394_elicit_38	atsikana awiri ovala zovala zakuda akusangalala ndi usiku mtawuni 	M	1	6.828
221026-113140_nya_394_elicit_39	azimayi anayi akugwira ntchito m manja pa bwalo la basketball atavala zazifupi za buluu ndi zoyera komanso tank top yoyera 	M	1	12.387
221026-113140_nya_394_elicit_40	wosambira ali yekhayekha atakwera mafunde aakulu akuuluka m mwamba ndi manja ake atakwezedwa 	M	1	10.254
221026-113140_nya_394_elicit_41	mnyamata wina wa ku africa kuno akukhala m bwalo ladothi moyang anizana ndi mbale yowotcha nyama 	M	1	10.481
221026-113140_nya_394_elicit_42	mnyamata wamng ono wovala malaya abuluu akuzunguliridwa ndi okondwerera ovala zofiira ndi zoyera 	M	1	9.143
221026-113140_nya_394_elicit_43	mwamuna watsitsi lakunkhope ali ndi atsikana awiri omwe ali ndi mawonekedwe a mzinda kumbuyo kwawo 	M	1	8.825
221026-113140_nya_394_elicit_44	anthu anayi akazi awiri kutsogolo ndi mwamuna ndi mkazi kumbuyo amaima usiku 	M	1	7.713
221026-113140_nya_394_elicit_45	pali atsikana anayi atatu mu diresi ndi ma jeans ndi malaya 	M	1	6.012
221026-113140_nya_394_elicit_46	mtsikana yemwe ali ndi thumba lalikulu loyera akuyang ana zithunzi m malo owonetsera zojambulajambula 	M	1	12.636
221026-113140_nya_394_elicit_47	anthu osiyanasiyana akudyera pa matebulo ofiira mu lesitilanti yodzaza ndi anthu okhala ndi magetsi ofiirira 	M	1	10.844
221026-113140_nya_394_elicit_48	wina akusefukira pansi pa phiri la chipale chofewa 	M	1	5.15
221026-113140_nya_394_elicit_49	mnyamata wina wa masharubu ndi nkhope yodabwa ali pa desk kutsogolo kwa makompyuta awiri ina ndi laputopu ina ndi desktop yomwe akusewerapo 	M	1	12.773
221030-135047_nya_394_elicit_0	mwamuna watsitsi lalitali labulauni kapu ya mpira ndi magalasi akusewera gitala m nyumba 	M	1	6.261
221030-135047_nya_394_elicit_1	masewera a hockey m bwalo la at t mwamuna mmodzi wavala jeresi yakuda ndi yachikasu winayo wavala zofiira ndi zoyera pamene woweruza akuyimira pakati pawo 	M	1	14.61
221030-135047_nya_394_elicit_2	m mphepete mwa nyanja mtsikana akudumpha chifukwa cha chisangalalo m masamba a m dzinja 	M	1	8.53
221030-135047_nya_394_elicit_3	kugula golosale komwe wobwereketsa akuwerengera kusintha 	M	1	7.441
221030-135047_nya_394_elicit_4	mtsikana wokhala ndi mutu wa pinki ndi malaya abuluu akuimba pa pulasitiki ya buluu ndi mbale zachitsulo zokhala ndi timitengo 	M	1	11.842
221030-135047_nya_394_elicit_5	mwamuna wina wa ku america akumetedwa tsitsi ndi mwamuna wina 	M	1	5.626
221030-135047_nya_394_elicit_6	mwamuna wina wa ku africa america wovala t shirt yoyera ndi yofiira akugwiritsa ntchito shaver yamagetsi kuti amete mutu wina wokhala pansi waku africa america wamwamuna 	M	1	15.177
221030-135047_nya_394_elicit_7	anyamata atatu ali limodzi pamene mmodzi akutenga chithunzi ndi kamera yake 	M	1	6.602
221030-135047_nya_394_elicit_8	mnyamata wovala jinzi ndi t sheti yotuwa akuyang ana dzanja lomwe adakwezera kufupa lake la bere 	M	1	0.612
221030-135047_nya_394_elicit_9	bambo wina wovala malaya amvula akutulutsa dzanja lake ali panja kutsogolo kwa chilengezo chachikulu chomwe chili m mbali mwa nyumbayo 	M	1	10.708
221030-135047_nya_394_elicit_10	gulu la anthu ovala zovala akugwira manja awo m mwamba mwa njira yomaliza ya chiwerengero cha nyimbo 	M	1	9.937
221030-135047_nya_394_elicit_11	mnyamata akumeta tsitsi la bwenzi lake pamene anyamata ena akuyang ana ndipo mnyamata wina akugwiritsa ntchito foni yake 	M	1	9.415
221030-135047_nya_394_elicit_12	chikondwerero chokhudza anthu aku china kapena aku japan mumsewu akuyatsa nyali yayikulu 	M	1	8.099
221030-135047_nya_394_elicit_13	mtsikana wamng ono akugona pampando ndi pilo pamphumi pake ndi pansi pa mutu wake 	M	1	6.987
221030-135047_nya_394_elicit_14	msilikali ndi mwana wake wamkazi akutsika pamzere wa buffet akuyang ana zosankha zake pazakudya 	M	1	9.506
221030-135047_nya_394_elicit_15	mnyamata akumeta tsitsi la munthu wa ku america waku america m nyumba yomwe amavala zovala kuti asakhale ndi tsitsi 	M	1	11.457
221030-135047_nya_394_elicit_16	anyamata awiri ndi mwana wamng ono kukhala ndi nthawi yabwino mwinamwake kujambula zithunzi 	M	1	8.235
221030-135047_nya_394_elicit_17	mnyamata wina wovala malaya a run dmc akumeta tsitsi la mnyamata wina monga wachinyamata mu wotchi ya malaya amizeremizere 	M	1	11.502
221030-135047_nya_394_elicit_18	munthu wakuda wovala t shirt yoyera akugwiritsa ntchito lumo lometa tsitsi pamutu wa munthu wina wakuda 	M	1	10.731
221030-135047_nya_394_elicit_19	mnyamata wovala t shati yoyera akumeta tsitsi la munthu wina 	M	1	4.741
221030-135047_nya_394_elicit_20	anthu anayi ali panja pakhonde bambo wina wakweza malaya ake pamutu ndipo wina wanyamula foni yam manja 	M	1	9.528
221030-135047_nya_394_elicit_21	mtsikana wamng ono wovala zovala za pinki ndi veti yachisanu akukankhira chidole cha pinki chokhala ndi mawilo abuluu 	M	1	11.593
221030-135047_nya_394_elicit_22	anthu asonkhana mozungulira gome lodzaza ndi zakudya 	M	1	7.055
221030-135047_nya_394_elicit_23	mwamuna wina wovala zakuda akuyeretsa denga la nyumba ndi jeti yamadzi 	M	1	7.94
221030-135047_nya_394_elicit_24	galu wabulauni ndi wakuda akuthamanga pansi pa chipale chofewa 	M	1	6.602
221030-135047_nya_394_elicit_25	mnyamata wina wamkulu akugona mutu wake uli pa khoma la thanthwe 	M	1	5.694
221030-135047_nya_394_elicit_26	malo ogulitsira panja amadzaza ndi makasitomala omwe angakhalepo pamene akuyang ana zinthu zomwe zikuwonetsedwa 	M	1	13.113
221030-135047_nya_394_elicit_27	wosewera wa accordion amatsagana ndi mwamuna ndi mkazi omwe akuvina tango mumsewu wamzindawu ngati mawotchi angapo odutsa 	M	1	14.043
221030-135047_nya_394_elicit_28	bambo wachikulire wokhala ndi ndevu zazitali ndi tsitsi ndi kadontho kofiira kumutu kwake kokhala ndi zizindikiro zoyera 	M	1	11.979
221030-135047_nya_394_elicit_29	munthu wovala ngati santa claus wavala malaya ofiira ndipo waima m chipinda chodzaza anthu pamene anthu ochepa amajambula zithunzi 	M	1	10.05
221030-135047_nya_394_elicit_30	bambo wina wovala sweti yotuwa ndi mathalauza abulauni wagona pa sofa akuwerenga buku 	M	1	7.396
221030-135047_nya_394_elicit_31	mtsikana akusewera ndi kasupe wa sprinkler amalumphira pamalo achikasu konkire 	M	1	8.643
221030-135047_nya_394_elicit_32	mnyamata akudumphira ku hotelo yosambira yomwe ili ndi ngodya ya mpando kutsogolo 	M	1	8.643
221030-135047_nya_394_elicit_33	golfer wamkazi mu thalauza lofiira jekete lakuda ndi loyera ndi chipewa choyera chimapanga putt pa tsiku la dzuwa pa zobiriwira 	M	1	14.179
221030-135047_nya_394_elicit_34	gulu la anthu kunja atanyamula chikwangwani chokhala ndi mawu abuluu 	M	1	6.08
221030-135047_nya_394_elicit_35	mwamuna wovala zovala zakuda atayima ndikuyang ana kunja kwa chipale chofewa 	M	1	6.67
221030-135047_nya_394_elicit_36	anthu angapo akukwera ndi kutsika chikwepe okhala ndi galasi mbali imodzi mkati mwa sitolo 	M	1	7.804
221030-135047_nya_394_elicit_37	mayi wovala chipewa choyera choluka ndi thumba la messenger lachikasu akudikirira sitima 	M	1	8.19
221030-135047_nya_394_elicit_38	woyimba gitala wakuda mu tracksuit yachikasu komanso fedora wakuda amakhala pabenchi yapagulu akusewera gitala lake 	M	1	11.865
221030-135047_nya_394_elicit_39	mutu wofiyira wa tsitsi lopindika wavala chipewa cha buluu shati yakuda ya manja aatali ndi jeans ya buluu pamene akugwira jekete yofiira pamene akuyankhula ndi anzake omwe atayima kumbuyo kwake 	M	1	18.172
221030-135047_nya_394_elicit_40	mwana womwetulira wovala malaya abuluu akumwetulira atakhala pa swing seti 	M	1	8.439
221030-135047_nya_394_elicit_41	gulu la azimayi ovala masiketi ogudubuzika ndi zoyala pamaondo aima mozungulira 	M	1	10.799
221030-135047_nya_394_elicit_42	anthu asanu ndi mmodzi akuponya maapulo m minda yaudzu ndi masamba otembenuzira mitundu kumbuyo 	M	1	9.869
221030-135047_nya_394_elicit_43	khamu la anthu kutsogolo kwa nyumba yaku asia yokhala ndi mbendera zofiira mozungulira 	M	1	7.668
221030-135047_nya_394_elicit_44	alendo ndi anthu okhalamo amayenda kuzungulira tiananmen square ku beijing china ndi mao zedong memorial hall kumbuyo 	M	1	15.881
221030-135047_nya_394_elicit_45	alendo odzacheza ku china abwera kudzawona kamangidwe kake kodabwitsa 	M	1	8.371
221030-135047_nya_394_elicit_46	mwamuna ndi mkazi akukhala pansi pamene mwamuna wovala malaya abulauni akugwira dzanja lake kumutu ndipo munthu wovala chikwama akuima ndi nsana wake ku kamera 	M	1	13.952
221030-135047_nya_394_elicit_47	munthu wandevu ameneyu akuyang ana m mbuyo mwachisangalalo ataona zolembedwa pakhoma m misewu ya mzinda wina wotanganidwa 	M	1	14.157
221030-135047_nya_394_elicit_48	pamwamba pa nthaka anthu awiri amawoloka mlatho waukulu wachikasu akuyenda wapansi 	M	1	8.757
221030-135047_nya_394_elicit_49	m chipinda cha okwera ndege woyendetsa ndege atavala vest yachikasu chowala amadina mabatani pagulu lowongolera pamutu 	M	1	12.841
221029-170522_nya_394_elicit_0	malo odyera aku mexico odzaza anthu mipando yopanda kanthu kutsogolo 	M	1	6.942
221029-170522_nya_394_elicit_1	anthu atatu akuyenda m kanjira ka simenti m mbali mwa dimba la maluwa akuthengo lomwe lili ndi nyumba zosanjikizana kumbuyo 	M	1	12.273
221029-170522_nya_394_elicit_2	mayi akuimba ndi kuimba gitala pamene achinyamata akulira chapansipansi 	M	1	5.83
221029-170522_nya_394_elicit_3	ogwira ntchito atatu amatsogolera chingwe cha ngamila eleveni aliyense atanyamula okwera awiri kudutsa m madzi osaya m mphepete mwa nyanja 	M	1	12.591
221029-170522_nya_394_elicit_4	kamtsikana kakang ono ka jekete ya pinki akuponya masamba pamutu pake kutsogolo kwa mpanda 	M	1	7.736
221029-170522_nya_394_elicit_5	amuna asanu ovala ma t shirt oyera akuyang ana chinachake pansi pa chikwangwani cha mcdonalds chomwe chimati thumba la ayezi ninety nine 	M	1	11.162
221029-170522_nya_394_elicit_6	mtsikana wovala pinki ndi wachikasu pabwalo la mafunde lapinki ndi lalanje akudutsa pamafunde 	M	1	8.28
221029-170522_nya_394_elicit_7	amuna awiri atakhala pa benchi akuyang ana kasupe wa madzi 	M	1	4.56
221029-170522_nya_394_elicit_8	wachinyamata watsitsi labulauni akupalasa pabenchi ndi bolodi lake la skateboard 	M	1	7.033
221029-170522_nya_394_elicit_9	munthu waima padoko pafupi ndi maboti angapo pamene amuna ena awiri ali m ngalawa imodzi 	M	1	8.893
221029-170522_nya_394_elicit_10	galu wakuda ndi woyera akudutsa njira yolepheretsa 	M	1	5.104
221029-170522_nya_394_elicit_11	msewu wa mumzinda wokhala ndi telefoni magalimoto odutsa njinga yoyimitsidwa ndi mkazi wofiirira wokhala ndi kachikwama kachikwama ndi kamtsikana kachikwama akuyenda 	M	1	15.268
221029-170522_nya_394_elicit_12	munthu wokwera pa chipale chofewa amadumpha chopinga kuti apitirire kutsika phirilo 	M	1	8.802
221029-170522_nya_394_elicit_13	bambo wina wovala chijasi komanso siketi yobiriwira akusewera pompo 	M	1	6.148
221029-170522_nya_394_elicit_14	galu wakuda anadumpha kuchokera m madzi pafupi ndi gombe la nkhalango 	M	1	6.534
221029-170522_nya_394_elicit_15	mnyamata uyu wavala malaya ofiira ndi kabudula wa blue akuthamanga 	M	1	5.49
221029-170522_nya_394_elicit_16	bambo wina ali m chipinda chokongoletsera ndi matabwa akuyima ndikuyimba chida chachilendo chozungulira kwinaku akutsagana ndi gulu lamphepo lopangidwa ndi achinyamata omwe akhala kumbuyo kwake 	M	1	17.968
221029-170522_nya_394_elicit_17	mayi ali m khichini wanyamula chitini chozunguliridwa ndi mbale 	M	1	5.558
221029-170522_nya_394_elicit_18	kamnyamata kakabudula ndi nsapato kamakhala paudzu 	M	1	4.31
221029-170522_nya_394_elicit_19	munthu amadumphira mumlengalenga ndi mozondoka panjinga 	M	1	4.356
221029-170522_nya_394_elicit_20	kamnyamata kakang ono kakutera ndi kuwaza pa katsetse konyowa kwambiri 	M	1	7.305
221029-170522_nya_394_elicit_21	mtsikana yemwe wavala diresi lapinki akudumphira mumlengalenga pazida zabwalo lamasewera 	M	1	7.441
221029-170522_nya_394_elicit_22	ana awiri ndi galu akusewera mu chipale chofewa ndi nkhalango kumbuyo kwawo 	M	1	7.736
221029-170522_nya_394_elicit_23	galu wakuda wokhala ndi kolala wofiira akudumpha m madzi 	M	1	4.401
221029-170522_nya_394_elicit_24	mnyamata yemwe ali ndi magalasi a maso ndi mbuzi atavala mathalauza amizeremizere ndi malaya a blue sport atakhala pa bedi lake kukamwa kuli chitsegule 	M	1	15.019
221029-170522_nya_394_elicit_25	mwana yemwe ali ndi apulo wobiriwira m kamwa mwake wavala jekete yofiira yofiira 	M	1	7.577
221029-170522_nya_394_elicit_26	mwamuna ndi mkazi atakhala akugwira ntchito pagudumu la galimoto yabuluu 	M	1	6.125
221029-170522_nya_394_elicit_27	gulu la atsikana achiafirika ovala zovala zokongola atakhala pansi pa masitayelo achiindiya 	M	1	9.256
221029-170522_nya_394_elicit_28	amuna amasewera masewera amtundu wina pabwalo ndi zowoneka ngati ndodo za hockey 	M	1	6.624
221029-170522_nya_394_elicit_29	mzimayi yemwe wavala thukuta lamutu wapinki atanyamula zikwangwani zotsatsa m mphepete mwa msewu 	M	1	7.623
221029-170522_nya_394_elicit_30	atsikana awiri akulankhula ndi mnyamata wa panjinga ya olumala pamene anyamata ena awiri akuyang ana 	M	1	9.301
